area_name,geometry,centroid,area_id,area_type
Agricultural Park,"POLYGON ((1027033.622058742 5678193.6428342685, 1027033.622058742 5678474.1411587475, 1027033.622058742 5678754.639483226, 1027033.622058742 5679035.137807706, 1027033.622058742 5679315.636132185, 1027033.622058742 5679596.134456664, 1027033.622058742 5679876.632781144, 1026810.9830771554 5679876.632781144, 1026810.9830771554 5680157.131105623, 1026810.9830771554 5680437.629430102, 1026810.9830771554 5680718.127754581, 1026810.9830771554 5680998.626079061, 1026810.9830771554 5681279.12440354, 1026810.9830771554 5681559.622728019, 1026810.9830771554 5681840.121052499, 1026588.3440955689 5681840.121052499, 1026588.3440955689 5682120.619376978, 1026588.3440955689 5682401.117701457, 1026588.3440955689 5682681.616025937, 1026588.3440955689 5682962.114350416, 1026588.3440955689 5683242.612674895, 1026588.3440955689 5683523.110999375, 1026810.9830771554 5683523.110999375, 1026810.9830771554 5683803.609323854, 1027033.622058742 5683803.609323854, 1027033.622058742 5684084.107648333, 1027256.2610403285 5684084.107648333, 1027478.9000219151 5684084.107648333, 1027478.9000219151 5684364.6059728125, 1027701.5390035016 5684364.6059728125, 1027701.5390035016 5684645.1042972915, 1027924.1779850882 5684645.1042972915, 1027924.1779850882 5684925.60262177, 1028146.8169666748 5684925.60262177, 1028146.8169666748 5685206.10094625, 1028369.4559482613 5685206.10094625, 1028592.0949298479 5685206.10094625, 1028592.0949298479 5685486.599270729, 1028814.7339114344 5685486.599270729, 1028814.7339114344 5685767.097595208, 1029037.372893021 5685767.097595208, 1029037.372893021 5686047.595919688, 1029260.0118746074 5686047.595919688, 1029260.0118746074 5686328.094244167, 1029482.650856194 5686328.094244167, 1029705.2898377805 5686328.094244167, 1029705.2898377805 5686608.592568646, 1029927.9288193671 5686608.592568646, 1029927.9288193671 5686889.090893126, 1030150.5678009536 5686889.090893126, 1030150.5678009536 5687169.589217605, 1030373.2067825402 5687169.589217605, 1030373.2067825402 5687450.087542084, 1030595.8457641267 5687450.087542084, 1030818.4847457133 5687450.087542084, 1031041.1237272999 5687450.087542084, 1031263.7627088864 5687450.087542084, 1031486.401690473 5687450.087542084, 1031709.0406720595 5687450.087542084, 1031931.6796536461 5687450.087542084, 1031931.6796536461 5687169.589217605, 1032154.3186352326 5687169.589217605, 1032376.9576168192 5687169.589217605, 1032599.5965984056 5687169.589217605, 1032822.2355799922 5687169.589217605, 1033044.8745615787 5687169.589217605, 1033267.5135431653 5687169.589217605, 1033490.1525247518 5687169.589217605, 1033712.7915063384 5687169.589217605, 1033935.430487925 5687169.589217605, 1034158.0694695115 5687169.589217605, 1034380.7084510981 5687169.589217605, 1034603.3474326846 5687169.589217605, 1034825.9864142712 5687169.589217605, 1034825.9864142712 5686889.090893126, 1035048.6253958577 5686889.090893126, 1035271.2643774443 5686889.090893126, 1035493.9033590308 5686889.090893126, 1035716.5423406174 5686889.090893126, 1035939.1813222038 5686889.090893126, 1036161.8203037904 5686889.090893126, 1036384.459285377 5686889.090893126, 1036607.0982669635 5686889.090893126, 1036829.73724855 5686889.090893126, 1037052.3762301366 5686889.090893126, 1037275.0152117232 5686889.090893126, 1037497.6541933097 5686889.090893126, 1037497.6541933097 5686608.592568646, 1037497.6541933097 5686328.094244167, 1037497.6541933097 5686047.595919688, 1037497.6541933097 5685767.097595208, 1037497.6541933097 5685486.599270729, 1037497.6541933097 5685206.10094625, 1037497.6541933097 5684925.60262177, 1037497.6541933097 5684645.1042972915, 1037497.6541933097 5684364.6059728125, 1037497.6541933097 5684084.107648333, 1037497.6541933097 5683803.609323854, 1037497.6541933097 5683523.110999375, 1037497.6541933097 5683242.612674895, 1037497.6541933097 5682962.114350416, 1037497.6541933097 5682681.616025937, 1037497.6541933097 5682401.117701457, 1037497.6541933097 5682120.619376978, 1037497.6541933097 5681840.121052499, 1037497.6541933097 5681559.622728019, 1037497.6541933097 5681279.12440354, 1037497.6541933097 5680998.626079061, 1037497.6541933097 5680718.127754581, 1037497.6541933097 5680437.629430102, 1037497.6541933097 5680157.131105623, 1037497.6541933097 5679876.632781144, 1037497.6541933097 5679596.134456664, 1037497.6541933097 5679315.636132185, 1037497.6541933097 5679035.137807706, 1037497.6541933097 5678754.639483226, 1037497.6541933097 5678474.1411587475, 1037497.6541933097 5678193.6428342685, 1037497.6541933097 5677913.144509789, 1037497.6541933097 5677632.64618531, 1037497.6541933097 5677352.147860831, 1037497.6541933097 5677071.649536351, 1037497.6541933097 5676791.151211872, 1037275.0152117232 5676791.151211872, 1037052.3762301366 5676791.151211872, 1036829.73724855 5676791.151211872, 1036607.0982669635 5676791.151211872, 1036384.459285377 5676791.151211872, 1036161.8203037904 5676791.151211872, 1035939.1813222038 5676791.151211872, 1035716.5423406174 5676791.151211872, 1035493.9033590308 5676791.151211872, 1035271.2643774443 5676791.151211872, 1035048.6253958577 5676791.151211872, 1034825.9864142712 5676791.151211872, 1034603.3474326846 5676791.151211872, 1034380.7084510981 5676791.151211872, 1034158.0694695115 5676791.151211872, 1033935.430487925 5676791.151211872, 1033712.7915063384 5676791.151211872, 1033490.1525247518 5676791.151211872, 1033267.5135431653 5676791.151211872, 1033044.8745615787 5676791.151211872, 1032822.2355799922 5676791.151211872, 1032599.5965984056 5676791.151211872, 1032376.9576168192 5676791.151211872, 1032154.3186352326 5676791.151211872, 1031931.6796536461 5676791.151211872, 1031709.0406720595 5676791.151211872, 1031486.401690473 5676791.151211872, 1031263.7627088864 5676791.151211872, 1031041.1237272999 5676791.151211872, 1030818.4847457133 5676791.151211872, 1030595.8457641267 5676791.151211872, 1030373.2067825402 5676791.151211872, 1030150.5678009536 5676791.151211872, 1029927.9288193671 5676791.151211872, 1029705.2898377805 5676791.151211872, 1029482.650856194 5676791.151211872, 1029260.0118746074 5676791.151211872, 1029037.372893021 5676791.151211872, 1028814.7339114344 5676791.151211872, 1028592.0949298479 5676791.151211872, 1028369.4559482613 5676791.151211872, 1028146.8169666748 5676791.151211872, 1027924.1779850882 5676791.151211872, 1027701.5390035016 5676791.151211872, 1027478.9000219151 5676791.151211872, 1027256.2610403285 5676791.151211872, 1027256.2610403285 5677071.649536351, 1027256.2610403285 5677352.147860831, 1027256.2610403285 5677632.64618531, 1027256.2610403285 5677913.144509789, 1027033.622058742 5677913.144509789, 1027033.622058742 5678193.6428342685))",POINT (1032396.4368542342 5681765.147206898),3,suburban_rural
Business,"POLYGON ((1020577.0915927321 5687169.589217605, 1020577.0915927321 5687450.087542084, 1020354.4526111456 5687450.087542084, 1020354.4526111456 5687730.585866563, 1020354.4526111456 5688011.084191043, 1020354.4526111456 5688291.582515522, 1020354.4526111456 5688572.080840001, 1020354.4526111456 5688852.579164481, 1020131.813629559 5688852.579164481, 1020131.813629559 5689133.07748896, 1020131.813629559 5689413.575813439, 1020131.813629559 5689694.074137919, 1020131.813629559 5689974.572462398, 1020131.813629559 5690255.070786877, 1019909.1746479725 5690255.070786877, 1019909.1746479725 5690535.5691113565, 1019909.1746479725 5690816.0674358355, 1019909.1746479725 5691096.565760314, 1019909.1746479725 5691377.064084794, 1019686.5356663859 5691377.064084794, 1019686.5356663859 5691657.562409273, 1019686.5356663859 5691938.060733752, 1019686.5356663859 5692218.559058232, 1019909.1746479725 5692218.559058232, 1019909.1746479725 5692499.057382711, 1020131.813629559 5692499.057382711, 1020131.813629559 5692779.55570719, 1020354.4526111456 5692779.55570719, 1020354.4526111456 5693060.05403167, 1020577.0915927321 5693060.05403167, 1020577.0915927321 5693340.552356149, 1020799.7305743187 5693340.552356149, 1020799.7305743187 5693621.050680628, 1021022.3695559052 5693621.050680628, 1021245.0085374918 5693621.050680628, 1021245.0085374918 5693901.549005108, 1021467.6475190783 5693901.549005108, 1021467.6475190783 5694182.047329587, 1021690.2865006649 5694182.047329587, 1021912.9254822514 5694182.047329587, 1022135.564463838 5694182.047329587, 1022358.2034454246 5694182.047329587, 1022580.842427011 5694182.047329587, 1022803.4814085976 5694182.047329587, 1023026.1203901841 5694182.047329587, 1023248.7593717707 5694182.047329587, 1023471.3983533572 5694182.047329587, 1023694.0373349438 5694182.047329587, 1023916.6763165303 5694182.047329587, 1024139.3152981169 5694182.047329587, 1024361.9542797034 5694182.047329587, 1024361.9542797034 5693901.549005108, 1024584.59326129 5693901.549005108, 1024807.2322428765 5693901.549005108, 1025029.8712244631 5693901.549005108, 1025252.5102060497 5693901.549005108, 1025475.1491876362 5693901.549005108, 1025697.7881692228 5693901.549005108, 1025920.4271508092 5693901.549005108, 1026143.0661323958 5693901.549005108, 1026365.7051139823 5693901.549005108, 1026588.3440955689 5693901.549005108, 1026810.9830771554 5693901.549005108, 1027033.622058742 5693901.549005108, 1027256.2610403285 5693901.549005108, 1027478.9000219151 5693901.549005108, 1027701.5390035016 5693901.549005108, 1027924.1779850882 5693901.549005108, 1027924.1779850882 5693621.050680628, 1028146.8169666748 5693621.050680628, 1028146.8169666748 5693340.552356149, 1028146.8169666748 5693060.05403167, 1028369.4559482613 5693060.05403167, 1028369.4559482613 5692779.55570719, 1028369.4559482613 5692499.057382711, 1028592.0949298479 5692499.057382711, 1028592.0949298479 5692218.559058232, 1028592.0949298479 5691938.060733752, 1028814.7339114344 5691938.060733752, 1028814.7339114344 5691657.562409273, 1028814.7339114344 5691377.064084794, 1029037.372893021 5691377.064084794, 1029037.372893021 5691096.565760314, 1029037.372893021 5690816.0674358355, 1029260.0118746074 5690816.0674358355, 1029260.0118746074 5690535.5691113565, 1029260.0118746074 5690255.070786877, 1029482.650856194 5690255.070786877, 1029482.650856194 5689974.572462398, 1029705.2898377805 5689974.572462398, 1029705.2898377805 5689694.074137919, 1029705.2898377805 5689413.575813439, 1029927.9288193671 5689413.575813439, 1029927.9288193671 5689133.07748896, 1029927.9288193671 5688852.579164481, 1030150.5678009536 5688852.579164481, 1030150.5678009536 5688572.080840001, 1030150.5678009536 5688291.582515522, 1030373.2067825402 5688291.582515522, 1030373.2067825402 5688011.084191043, 1030373.2067825402 5687730.585866563, 1030595.8457641267 5687730.585866563, 1030595.8457641267 5687450.087542084, 1030373.2067825402 5687450.087542084, 1030373.2067825402 5687169.589217605, 1030150.5678009536 5687169.589217605, 1030150.5678009536 5686889.090893126, 1029927.9288193671 5686889.090893126, 1029927.9288193671 5686608.592568646, 1029705.2898377805 5686608.592568646, 1029705.2898377805 5686328.094244167, 1029482.650856194 5686328.094244167, 1029260.0118746074 5686328.094244167, 1029260.0118746074 5686047.595919688, 1029037.372893021 5686047.595919688, 1029037.372893021 5685767.097595208, 1028814.7339114344 5685767.097595208, 1028814.7339114344 5685486.599270729, 1028592.0949298479 5685486.599270729, 1028592.0949298479 5685206.10094625, 1028369.4559482613 5685206.10094625, 1028146.8169666748 5685206.10094625, 1028146.8169666748 5684925.60262177, 1027924.1779850882 5684925.60262177, 1027924.1779850882 5684645.1042972915, 1027701.5390035016 5684645.1042972915, 1027701.5390035016 5684364.6059728125, 1027478.9000219151 5684364.6059728125, 1027478.9000219151 5684084.107648333, 1027256.2610403285 5684084.107648333, 1027033.622058742 5684084.107648333, 1027033.622058742 5683803.609323854, 1026810.9830771554 5683803.609323854, 1026810.9830771554 5683523.110999375, 1026588.3440955689 5683523.110999375, 1026365.7051139823 5683523.110999375, 1026143.0661323958 5683523.110999375, 1025920.4271508092 5683523.110999375, 1025920.4271508092 5683803.609323854, 1025697.7881692228 5683803.609323854, 1025475.1491876362 5683803.609323854, 1025252.5102060497 5683803.609323854, 1025252.5102060497 5684084.107648333, 1025029.8712244631 5684084.107648333, 1024807.2322428765 5684084.107648333, 1024584.59326129 5684084.107648333, 1024584.59326129 5684364.6059728125, 1024361.9542797034 5684364.6059728125, 1024139.3152981169 5684364.6059728125, 1023916.6763165303 5684364.6059728125, 1023916.6763165303 5684645.1042972915, 1023694.0373349438 5684645.1042972915, 1023471.3983533572 5684645.1042972915, 1023248.7593717707 5684645.1042972915, 1023248.7593717707 5684925.60262177, 1023026.1203901841 5684925.60262177, 1022803.4814085976 5684925.60262177, 1022580.842427011 5684925.60262177, 1022580.842427011 5685206.10094625, 1022358.2034454246 5685206.10094625, 1022135.564463838 5685206.10094625, 1021912.9254822514 5685206.10094625, 1021912.9254822514 5685486.599270729, 1021690.2865006649 5685486.599270729, 1021467.6475190783 5685486.599270729, 1021245.0085374918 5685486.599270729, 1021245.0085374918 5685767.097595208, 1021022.3695559052 5685767.097595208, 1020799.7305743187 5685767.097595208, 1020799.7305743187 5686047.595919688, 1020577.0915927321 5686047.595919688, 1020577.0915927321 5686328.094244167, 1020577.0915927321 5686608.592568646, 1020577.0915927321 5686889.090893126, 1020577.0915927321 5687169.589217605))",POINT (1024888.9876552548 5689208.820359964),9,dense_urban
Duomo,"POLYGON ((1004101.8069553276 5679315.636132185, 1004101.8069553276 5679596.134456664, 1004101.8069553276 5679876.632781144, 1004101.8069553276 5680157.131105623, 1004101.8069553276 5680437.629430102, 1004101.8069553276 5680718.127754581, 1004101.8069553276 5680998.626079061, 1004101.8069553276 5681279.12440354, 1004101.8069553276 5681559.622728019, 1004101.8069553276 5681840.121052499, 1004101.8069553276 5682120.619376978, 1004101.8069553276 5682401.117701457, 1004101.8069553276 5682681.616025937, 1004101.8069553276 5682962.114350416, 1004101.8069553276 5683242.612674895, 1004101.8069553276 5683523.110999375, 1004101.8069553276 5683803.609323854, 1004101.8069553276 5684084.107648333, 1004101.8069553276 5684364.6059728125, 1004101.8069553276 5684645.1042972915, 1004101.8069553276 5684925.60262177, 1004101.8069553276 5685206.10094625, 1004101.8069553276 5685486.599270729, 1004101.8069553276 5685767.097595208, 1004101.8069553276 5686047.595919688, 1004101.8069553276 5686328.094244167, 1004324.4459369142 5686328.094244167, 1004547.0849185007 5686328.094244167, 1004547.0849185007 5686608.592568646, 1004769.7239000873 5686608.592568646, 1004992.3628816738 5686608.592568646, 1005215.0018632604 5686608.592568646, 1005437.640844847 5686608.592568646, 1005660.2798264335 5686608.592568646, 1005882.91880802 5686608.592568646, 1006105.5577896065 5686608.592568646, 1006328.1967711931 5686608.592568646, 1006550.8357527796 5686608.592568646, 1006773.4747343662 5686608.592568646, 1006996.1137159527 5686608.592568646, 1007218.7526975393 5686608.592568646, 1007441.3916791258 5686608.592568646, 1007441.3916791258 5686889.090893126, 1007664.0306607124 5686889.090893126, 1007886.669642299 5686889.090893126, 1008109.3086238855 5686889.090893126, 1008331.947605472 5686889.090893126, 1008554.5865870586 5686889.090893126, 1008777.2255686452 5686889.090893126, 1008999.8645502317 5686889.090893126, 1009222.5035318182 5686889.090893126, 1009445.1425134047 5686889.090893126, 1009667.7814949913 5686889.090893126, 1009890.4204765778 5686889.090893126, 1010113.0594581644 5686889.090893126, 1010335.6984397509 5686889.090893126, 1010335.6984397509 5686608.592568646, 1010558.3374213375 5686608.592568646, 1010558.3374213375 5686328.094244167, 1010780.976402924 5686328.094244167, 1010780.976402924 5686047.595919688, 1011003.6153845106 5686047.595919688, 1011003.6153845106 5685767.097595208, 1011226.2543660972 5685767.097595208, 1011448.8933476837 5685767.097595208, 1011448.8933476837 5685486.599270729, 1011671.5323292703 5685486.599270729, 1011671.5323292703 5685206.10094625, 1011894.1713108568 5685206.10094625, 1011894.1713108568 5684925.60262177, 1012116.8102924434 5684925.60262177, 1012116.8102924434 5684645.1042972915, 1012339.4492740299 5684645.1042972915, 1012339.4492740299 5684364.6059728125, 1012562.0882556164 5684364.6059728125, 1012784.7272372029 5684364.6059728125, 1012784.7272372029 5684084.107648333, 1013007.3662187895 5684084.107648333, 1013007.3662187895 5683803.609323854, 1013230.005200376 5683803.609323854, 1013230.005200376 5683523.110999375, 1013452.6441819626 5683523.110999375, 1013452.6441819626 5683242.612674895, 1013675.2831635491 5683242.612674895, 1013897.9221451357 5683242.612674895, 1013897.9221451357 5682962.114350416, 1014120.5611267223 5682962.114350416, 1014120.5611267223 5682681.616025937, 1014343.2001083088 5682681.616025937, 1014343.2001083088 5682401.117701457, 1014565.8390898954 5682401.117701457, 1014565.8390898954 5682120.619376978, 1014788.4780714819 5682120.619376978, 1014788.4780714819 5681840.121052499, 1015011.1170530685 5681840.121052499, 1015233.756034655 5681840.121052499, 1015233.756034655 5681559.622728019, 1015233.756034655 5681279.12440354, 1015233.756034655 5680998.626079061, 1015233.756034655 5680718.127754581, 1015011.1170530685 5680718.127754581, 1015011.1170530685 5680437.629430102, 1015011.1170530685 5680157.131105623, 1015011.1170530685 5679876.632781144, 1015011.1170530685 5679596.134456664, 1015011.1170530685 5679315.636132185, 1015011.1170530685 5679035.137807706, 1015011.1170530685 5678754.639483226, 1015011.1170530685 5678474.1411587475, 1015011.1170530685 5678193.6428342685, 1015011.1170530685 5677913.144509789, 1015011.1170530685 5677632.64618531, 1014788.4780714819 5677632.64618531, 1014788.4780714819 5677352.147860831, 1014788.4780714819 5677071.649536351, 1014788.4780714819 5676791.151211872, 1014565.8390898954 5676791.151211872, 1014343.2001083088 5676791.151211872, 1014120.5611267223 5676791.151211872, 1013897.9221451357 5676791.151211872, 1013675.2831635491 5676791.151211872, 1013452.6441819626 5676791.151211872, 1013230.005200376 5676791.151211872, 1013007.3662187895 5676791.151211872, 1012784.7272372029 5676791.151211872, 1012562.0882556164 5676791.151211872, 1012339.4492740299 5676791.151211872, 1012116.8102924434 5676791.151211872, 1011894.1713108568 5676791.151211872, 1011671.5323292703 5676791.151211872, 1011448.8933476837 5676791.151211872, 1011226.2543660972 5676791.151211872, 1011003.6153845106 5676791.151211872, 1010780.976402924 5676791.151211872, 1010558.3374213375 5676791.151211872, 1010335.6984397509 5676791.151211872, 1010113.0594581644 5676791.151211872, 1009890.4204765778 5676791.151211872, 1009667.7814949913 5676791.151211872, 1009445.1425134047 5676791.151211872, 1009222.5035318182 5676791.151211872, 1008999.8645502317 5676791.151211872, 1008777.2255686452 5676791.151211872, 1008554.5865870586 5676791.151211872, 1008331.947605472 5676791.151211872, 1008109.3086238855 5676791.151211872, 1007886.669642299 5676791.151211872, 1007664.0306607124 5676791.151211872, 1007441.3916791258 5676791.151211872, 1007218.7526975393 5676791.151211872, 1006996.1137159527 5676791.151211872, 1006773.4747343662 5676791.151211872, 1006550.8357527796 5676791.151211872, 1006328.1967711931 5676791.151211872, 1006105.5577896065 5676791.151211872, 1005882.91880802 5676791.151211872, 1005660.2798264335 5676791.151211872, 1005437.640844847 5676791.151211872, 1005215.0018632604 5676791.151211872, 1004992.3628816738 5676791.151211872, 1004769.7239000873 5676791.151211872, 1004547.0849185007 5676791.151211872, 1004324.4459369142 5676791.151211872, 1004101.8069553276 5676791.151211872, 1004101.8069553276 5677071.649536351, 1004101.8069553276 5677352.147860831, 1004101.8069553276 5677632.64618531, 1004101.8069553276 5677913.144509789, 1004101.8069553276 5678193.6428342685, 1004101.8069553276 5678474.1411587475, 1004101.8069553276 5678754.639483226, 1004101.8069553276 5679035.137807706, 1004101.8069553276 5679315.636132185))",POINT (1009116.638767848 5681367.650470496),10,dense_urban
FS,"POLYGON ((1021245.0085374918 5704560.48533532, 1021245.0085374918 5704840.983659799, 1021245.0085374918 5705121.481984278, 1021245.0085374918 5705401.980308758, 1021245.0085374918 5705682.478633237, 1021245.0085374918 5705962.976957716, 1021022.3695559052 5705962.976957716, 1021022.3695559052 5706243.475282196, 1021022.3695559052 5706523.973606675, 1021022.3695559052 5706804.471931154, 1021022.3695559052 5707084.970255634, 1021022.3695559052 5707365.468580113, 1021022.3695559052 5707645.966904592, 1020799.7305743187 5707645.966904592, 1020799.7305743187 5707926.465229072, 1020799.7305743187 5708206.963553551, 1020799.7305743187 5708487.46187803, 1020799.7305743187 5708767.960202509, 1020799.7305743187 5709048.4585269885, 1020799.7305743187 5709328.9568514675, 1020577.0915927321 5709328.9568514675, 1020577.0915927321 5709609.4551759465, 1020577.0915927321 5709889.953500426, 1020577.0915927321 5710170.451824905, 1020799.7305743187 5710170.451824905, 1021022.3695559052 5710170.451824905, 1021022.3695559052 5710450.950149384, 1021245.0085374918 5710450.950149384, 1021467.6475190783 5710450.950149384, 1021467.6475190783 5710731.448473864, 1021690.2865006649 5710731.448473864, 1021912.9254822514 5710731.448473864, 1021912.9254822514 5711011.946798343, 1022135.564463838 5711011.946798343, 1022358.2034454246 5711011.946798343, 1022358.2034454246 5711292.445122822, 1022580.842427011 5711292.445122822, 1022580.842427011 5711572.943447302, 1022803.4814085976 5711572.943447302, 1023026.1203901841 5711572.943447302, 1023026.1203901841 5711853.441771781, 1023248.7593717707 5711853.441771781, 1023471.3983533572 5711853.441771781, 1023471.3983533572 5712133.94009626, 1023694.0373349438 5712133.94009626, 1023916.6763165303 5712133.94009626, 1023916.6763165303 5712414.43842074, 1024139.3152981169 5712414.43842074, 1024139.3152981169 5712694.936745219, 1024361.9542797034 5712694.936745219, 1024584.59326129 5712694.936745219, 1024584.59326129 5712975.435069698, 1024807.2322428765 5712975.435069698, 1025029.8712244631 5712975.435069698, 1025029.8712244631 5713255.933394178, 1025252.5102060497 5713255.933394178, 1025475.1491876362 5713255.933394178, 1025475.1491876362 5713536.431718657, 1025697.7881692228 5713536.431718657, 1025697.7881692228 5713816.930043136, 1025920.4271508092 5713816.930043136, 1026143.0661323958 5713816.930043136, 1026143.0661323958 5714097.428367616, 1026365.7051139823 5714097.428367616, 1026365.7051139823 5713816.930043136, 1026588.3440955689 5713816.930043136, 1026588.3440955689 5713536.431718657, 1026810.9830771554 5713536.431718657, 1026810.9830771554 5713255.933394178, 1027033.622058742 5713255.933394178, 1027256.2610403285 5713255.933394178, 1027256.2610403285 5712975.435069698, 1027478.9000219151 5712975.435069698, 1027478.9000219151 5712694.936745219, 1027701.5390035016 5712694.936745219, 1027701.5390035016 5712414.43842074, 1027924.1779850882 5712414.43842074, 1027924.1779850882 5712133.94009626, 1028146.8169666748 5712133.94009626, 1028146.8169666748 5711853.441771781, 1028369.4559482613 5711853.441771781, 1028369.4559482613 5711572.943447302, 1028592.0949298479 5711572.943447302, 1028814.7339114344 5711572.943447302, 1028814.7339114344 5711292.445122822, 1029037.372893021 5711292.445122822, 1029037.372893021 5711011.946798343, 1029260.0118746074 5711011.946798343, 1029260.0118746074 5710731.448473864, 1029482.650856194 5710731.448473864, 1029482.650856194 5710450.950149384, 1029705.2898377805 5710450.950149384, 1029705.2898377805 5710170.451824905, 1029927.9288193671 5710170.451824905, 1029927.9288193671 5709889.953500426, 1030150.5678009536 5709889.953500426, 1030150.5678009536 5709609.4551759465, 1030373.2067825402 5709609.4551759465, 1030595.8457641267 5709609.4551759465, 1030595.8457641267 5709328.9568514675, 1030818.4847457133 5709328.9568514675, 1030818.4847457133 5709048.4585269885, 1031041.1237272999 5709048.4585269885, 1031041.1237272999 5708767.960202509, 1031041.1237272999 5708487.46187803, 1030818.4847457133 5708487.46187803, 1030818.4847457133 5708206.963553551, 1030818.4847457133 5707926.465229072, 1030595.8457641267 5707926.465229072, 1030595.8457641267 5707645.966904592, 1030373.2067825402 5707645.966904592, 1030373.2067825402 5707365.468580113, 1030373.2067825402 5707084.970255634, 1030150.5678009536 5707084.970255634, 1030150.5678009536 5706804.471931154, 1029927.9288193671 5706804.471931154, 1029927.9288193671 5706523.973606675, 1029927.9288193671 5706243.475282196, 1029705.2898377805 5706243.475282196, 1029705.2898377805 5705962.976957716, 1029482.650856194 5705962.976957716, 1029482.650856194 5705682.478633237, 1029482.650856194 5705401.980308758, 1029260.0118746074 5705401.980308758, 1029260.0118746074 5705121.481984278, 1029037.372893021 5705121.481984278, 1029037.372893021 5704840.983659799, 1029037.372893021 5704560.48533532, 1028814.7339114344 5704560.48533532, 1028814.7339114344 5704279.98701084, 1028592.0949298479 5704279.98701084, 1028592.0949298479 5703999.488686361, 1028592.0949298479 5703718.990361882, 1028369.4559482613 5703718.990361882, 1028369.4559482613 5703438.4920374025, 1028146.8169666748 5703438.4920374025, 1027924.1779850882 5703438.4920374025, 1027701.5390035016 5703438.4920374025, 1027478.9000219151 5703438.4920374025, 1027256.2610403285 5703438.4920374025, 1027033.622058742 5703438.4920374025, 1026810.9830771554 5703438.4920374025, 1026588.3440955689 5703438.4920374025, 1026365.7051139823 5703438.4920374025, 1026143.0661323958 5703438.4920374025, 1025920.4271508092 5703438.4920374025, 1025697.7881692228 5703438.4920374025, 1025475.1491876362 5703438.4920374025, 1025252.5102060497 5703438.4920374025, 1025029.8712244631 5703438.4920374025, 1024807.2322428765 5703438.4920374025, 1024584.59326129 5703438.4920374025, 1024361.9542797034 5703438.4920374025, 1024139.3152981169 5703438.4920374025, 1023916.6763165303 5703438.4920374025, 1023694.0373349438 5703438.4920374025, 1023471.3983533572 5703438.4920374025, 1023248.7593717707 5703438.4920374025, 1023026.1203901841 5703438.4920374025, 1022803.4814085976 5703438.4920374025, 1022580.842427011 5703438.4920374025, 1022358.2034454246 5703438.4920374025, 1022135.564463838 5703438.4920374025, 1021912.9254822514 5703438.4920374025, 1021690.2865006649 5703438.4920374025, 1021467.6475190783 5703438.4920374025, 1021467.6475190783 5703718.990361882, 1021467.6475190783 5703999.488686361, 1021467.6475190783 5704279.98701084, 1021245.0085374918 5704279.98701084, 1021245.0085374918 5704560.48533532))",POINT (1025528.8678389123 5708025.993223358),14,dense_urban
